Ativo;Data;Hora;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WINZ25;14/10/2025;14:20:00;145.340;145.385;145.290;145.370;119.425.157,00;4.109
WINZ25;14/10/2025;14:15:00;145.395;145.435;145.330;145.335;98.284.069,00;3.380
WINZ25;14/10/2025;14:10:00;145.345;145.435;145.340;145.400;117.103.521,00;4.027
WINZ25;14/10/2025;14:05:00;145.320;145.395;145.320;145.350;79.482.606,00;2.734
WINZ25;14/10/2025;14:00:00;145.400;145.415;145.305;145.325;136.748.222,00;4.704
WINZ25;14/10/2025;13:55:00;145.595;145.600;145.390;145.400;146.111.651,00;5.022
WINZ25;14/10/2025;13:50:00;145.475;145.610;145.420;145.595;180.432.953,00;6.199
WINZ25;14/10/2025;13:45:00;145.440;145.570;145.440;145.475;151.410.488,00;5.203
WINZ25;14/10/2025;13:40:00;145.405;145.465;145.350;145.445;105.946.532,00;3.643
WINZ25;14/10/2025;13:35:00;145.280;145.435;145.270;145.405;116.546.003,00;4.009
WINZ25;14/10/2025;13:30:00;145.335;145.365;145.250;145.280;134.862.224,00;4.640
WINZ25;14/10/2025;13:25:00;145.205;145.335;145.180;145.330;84.175.738,00;2.897
WINZ25;14/10/2025;13:20:00;145.200;145.345;145.185;145.205;228.737.028,00;7.873
WINZ25;14/10/2025;13:15:00;145.110;145.205;145.065;145.190;98.778.741,00;3.403
WINZ25;14/10/2025;13:10:00;145.120;145.160;145.060;145.110;84.105.640,00;2.898
WINZ25;14/10/2025;13:05:00;145.310;145.315;145.085;145.130;142.327.294,00;4.902
WINZ25;14/10/2025;13:00:00;145.475;145.490;145.225;145.300;156.611.429,00;5.388
WINZ25;14/10/2025;12:55:00;145.490;145.515;145.445;145.475;106.490.197,00;3.660
WINZ25;14/10/2025;12:50:00;145.490;145.565;145.480;145.500;156.927.364,00;5.392
WINZ25;14/10/2025;12:45:00;145.315;145.500;145.315;145.490;116.633.420,00;4.011
WINZ25;14/10/2025;12:40:00;145.315;145.365;145.260;145.320;111.947.386,00;3.852
WINZ25;14/10/2025;12:35:00;145.425;145.555;145.300;145.310;251.649.320,00;8.652
WINZ25;14/10/2025;12:30:00;145.345;145.460;145.290;145.435;149.671.110,00;5.148
WINZ25;14/10/2025;12:25:00;145.285;145.390;145.250;145.340;107.337.593,00;3.693
WINZ25;14/10/2025;12:20:00;145.200;145.355;145.160;145.285;131.860.426,00;4.538
WINZ25;14/10/2025;12:15:00;145.180;145.275;145.140;145.195;147.159.340,00;5.067
WINZ25;14/10/2025;12:10:00;145.125;145.195;145.070;145.170;108.107.314,00;3.724
WINZ25;14/10/2025;12:05:00;145.180;145.265;145.045;145.120;234.489.894,00;8.078
WINZ25;14/10/2025;12:00:00;145.210;145.280;145.080;145.180;158.847.162,00;5.471
WINZ25;14/10/2025;11:55:00;145.335;145.340;145.195;145.215;120.888.884,00;4.161
WINZ25;14/10/2025;11:50:00;145.405;145.410;145.235;145.340;193.237.208,00;6.649
WINZ25;14/10/2025;11:45:00;145.185;145.410;145.185;145.400;189.058.183,00;6.506
WINZ25;14/10/2025;11:40:00;145.490;145.505;145.190;145.190;342.085.125,00;11.767
WINZ25;14/10/2025;11:35:00;145.695;145.755;145.470;145.495;202.365.060,00;6.950
WINZ25;14/10/2025;11:30:00;145.685;145.745;145.600;145.690;198.596.896,00;6.817
WINZ25;14/10/2025;11:25:00;145.655;145.775;145.580;145.680;331.646.531,00;11.382
WINZ25;14/10/2025;11:20:00;145.445;145.720;145.430;145.655;455.461.960,00;15.644
WINZ25;14/10/2025;11:15:00;145.220;145.450;145.210;145.440;274.318.099,00;9.437
WINZ25;14/10/2025;11:10:00;145.190;145.285;145.130;145.220;255.588.962,00;8.801
WINZ25;14/10/2025;11:05:00;145.205;145.245;145.060;145.190;199.135.317,00;6.859
WINZ25;14/10/2025;11:00:00;145.075;145.220;144.930;145.205;271.011.011,00;9.341
WINZ25;14/10/2025;10:55:00;145.050;145.155;144.995;145.075;376.615.740,00;12.979
WINZ25;14/10/2025;10:50:00;144.850;145.060;144.725;145.045;223.000.231,00;7.694
WINZ25;14/10/2025;10:45:00;144.715;144.930;144.660;144.855;172.451.697,00;5.954
WINZ25;14/10/2025;10:40:00;144.985;145.050;144.665;144.710;231.504.467,00;7.992
WINZ25;14/10/2025;10:35:00;144.920;145.050;144.755;144.990;205.305.880,00;7.084
WINZ25;14/10/2025;10:30:00;144.650;145.155;144.560;144.915;632.691.754,00;21.834
WINZ25;14/10/2025;10:25:00;144.540;144.670;144.415;144.645;213.710.591,00;7.393
WINZ25;14/10/2025;10:20:00;144.555;144.640;144.500;144.535;119.707.604,00;4.140
WINZ25;14/10/2025;10:15:00;144.575;144.780;144.550;144.570;225.310.704,00;7.786
WINZ25;14/10/2025;10:10:00;144.530;144.710;144.440;144.575;216.407.927,00;7.485
WINZ25;14/10/2025;10:05:00;144.445;145.110;144.375;144.535;543.526.024,00;18.779
WINZ25;14/10/2025;10:00:00;144.440;144.550;144.310;144.445;260.888.491,00;9.031
WINZ25;14/10/2025;09:55:00;144.475;144.570;144.400;144.430;162.407.097,00;5.620
WINZ25;14/10/2025;09:50:00;144.270;144.495;144.270;144.480;113.440.829,00;3.928
WINZ25;14/10/2025;09:45:00;144.620;144.695;144.255;144.265;266.976.307,00;9.235
WINZ25;14/10/2025;09:40:00;144.480;144.675;144.440;144.615;266.490.738,00;9.218
WINZ25;14/10/2025;09:35:00;144.405;144.555;144.340;144.475;184.637.161,00;6.392
WINZ25;14/10/2025;09:30:00;144.315;144.545;144.305;144.405;290.776.021,00;10.067
WINZ25;14/10/2025;09:25:00;144.320;144.480;144.230;144.315;351.012.647,00;12.157
WINZ25;14/10/2025;09:20:00;144.075;144.400;144.050;144.325;393.696.188,00;13.643
WINZ25;14/10/2025;09:15:00;143.870;144.145;143.815;144.075;167.909.475,00;5.831
WINZ25;14/10/2025;09:10:00;143.735;143.920;143.710;143.860;161.272.356,00;5.607
WINZ25;14/10/2025;09:05:00;143.815;143.840;143.605;143.730;364.256.640,00;12.675
WINZ25;14/10/2025;09:00:00;143.700;143.940;143.700;143.805;121.382.002,00;4.220
WINZ25;13/10/2025;18:20:00;144.755;144.780;144.700;144.750;5.818.600,00;201
WINZ25;13/10/2025;18:15:00;144.755;144.785;144.665;144.785;25.066.898,00;866
WINZ25;13/10/2025;18:10:00;144.725;144.765;144.680;144.735;10.015.432,00;346
WINZ25;13/10/2025;18:05:00;144.740;144.745;144.680;144.715;11.316.648,00;391
WINZ25;13/10/2025;18:00:00;144.770;144.795;144.735;144.735;7.267.275,00;251
WINZ25;13/10/2025;17:55:00;144.645;144.790;144.640;144.780;18.901.957,00;653
WINZ25;13/10/2025;17:50:00;144.725;144.730;144.605;144.655;38.480.634,00;1.330
WINZ25;13/10/2025;17:45:00;144.715;144.740;144.705;144.730;18.611.915,00;643
WINZ25;13/10/2025;17:40:00;144.720;144.750;144.705;144.725;26.050.771,00;900
WINZ25;13/10/2025;17:35:00;144.685;144.740;144.675;144.715;33.429.117,00;1.155
WINZ25;13/10/2025;17:30:00;144.765;144.770;144.685;144.685;41.939.271,00;1.449
WINZ25;13/10/2025;17:25:00;144.755;144.785;144.740;144.765;51.535.477,00;1.780
WINZ25;13/10/2025;17:20:00;144.790;144.805;144.725;144.740;51.047.679,00;1.763
WINZ25;13/10/2025;17:15:00;144.825;144.855;144.765;144.790;37.330.937,00;1.289
WINZ25;13/10/2025;17:10:00;144.960;144.965;144.820;144.830;58.448.012,00;2.017
WINZ25;13/10/2025;17:05:00;144.965;145.010;144.955;144.970;34.476.830,00;1.189
WINZ25;13/10/2025;17:00:00;145.010;145.050;144.950;144.970;177.027.328,00;6.104
WINZ25;13/10/2025;16:55:00;145.065;145.065;145.000;145.015;28.831.247,00;994
WINZ25;13/10/2025;16:50:00;145.065;145.090;145.030;145.065;31.450.034,00;1.084
WINZ25;13/10/2025;16:45:00;145.105;145.115;145.045;145.065;35.835.028,00;1.235
WINZ25;13/10/2025;16:40:00;145.055;145.130;145.055;145.105;20.082.900,00;692
WINZ25;13/10/2025;16:35:00;145.075;145.120;145.060;145.060;23.794.298,00;820
WINZ25;13/10/2025;16:30:00;145.130;145.135;145.050;145.065;82.169.709,00;2.832
WINZ25;13/10/2025;16:25:00;145.170;145.185;145.090;145.120;44.237.456,00;1.524
WINZ25;13/10/2025;16:20:00;145.140;145.180;145.135;145.165;41.312.462,00;1.423
WINZ25;13/10/2025;16:15:00;145.095;145.160;145.070;145.140;70.817.638,00;2.440
WINZ25;13/10/2025;16:10:00;145.120;145.150;145.025;145.095;48.259.636,00;1.663
WINZ25;13/10/2025;16:05:00;145.150;145.170;145.100;145.120;31.466.541,00;1.084
WINZ25;13/10/2025;16:00:00;145.145;145.195;145.140;145.160;44.451.173,00;1.531
WINZ25;13/10/2025;15:55:00;145.150;145.190;145.075;145.145;45.947.736,00;1.583
WINZ25;13/10/2025;15:50:00;145.230;145.255;145.150;145.150;36.470.996,00;1.256
WINZ25;13/10/2025;15:45:00;145.225;145.250;145.190;145.225;19.314.442,00;665
WINZ25;13/10/2025;15:40:00;145.210;145.255;145.160;145.220;43.503.362,00;1.498
WINZ25;13/10/2025;15:35:00;145.220;145.270;145.185;145.210;35.434.383,00;1.220
WINZ25;13/10/2025;15:30:00;145.190;145.260;145.145;145.215;54.767.275,00;1.886
WINZ25;13/10/2025;15:25:00;145.280;145.320;145.175;145.190;55.772.519,00;1.920
WINZ25;13/10/2025;15:20:00;145.320;145.345;145.280;145.285;22.291.797,00;767
WINZ25;13/10/2025;15:15:00;145.260;145.370;145.260;145.325;31.797.279,00;1.094
WINZ25;13/10/2025;15:10:00;145.310;145.350;145.250;145.255;32.923.394,00;1.133
WINZ25;13/10/2025;15:05:00;145.240;145.310;145.240;145.310;49.621.606,00;1.708
WINZ25;13/10/2025;15:00:00;145.220;145.305;145.200;145.245;40.616.125,00;1.398
WINZ25;13/10/2025;14:55:00;145.210;145.275;145.195;145.215;24.311.629,00;837
WINZ25;13/10/2025;14:50:00;145.340;145.350;145.190;145.210;106.083.036,00;3.651
WINZ25;13/10/2025;14:45:00;145.285;145.340;145.235;145.340;47.309.302,00;1.628
WINZ25;13/10/2025;14:40:00;145.265;145.320;145.220;145.280;61.391.384,00;2.113
WINZ25;13/10/2025;14:35:00;145.185;145.310;145.185;145.260;47.353.429,00;1.630
WINZ25;13/10/2025;14:30:00;145.225;145.265;145.110;145.175;69.140.275,00;2.381
WINZ25;13/10/2025;14:25:00;145.220;145.245;145.180;145.215;34.414.984,00;1.185
WINZ25;13/10/2025;14:20:00;145.270;145.275;145.170;145.225;60.500.192,00;2.083
WINZ25;13/10/2025;14:15:00;145.325;145.375;145.250;145.275;75.731.118,00;2.606
WINZ25;13/10/2025;14:10:00;145.465;145.470;145.315;145.320;61.901.698,00;2.129
WINZ25;13/10/2025;14:05:00;145.400;145.520;145.395;145.470;41.864.305,00;1.439
WINZ25;13/10/2025;14:00:00;145.500;145.505;145.400;145.405;46.511.917,00;1.599
WINZ25;13/10/2025;13:55:00;145.480;145.520;145.425;145.495;45.732.879,00;1.572
WINZ25;13/10/2025;13:50:00;145.505;145.575;145.455;145.480;57.681.074,00;1.982
WINZ25;13/10/2025;13:45:00;145.450;145.525;145.445;145.510;49.147.612,00;1.689
WINZ25;13/10/2025;13:40:00;145.445;145.495;145.440;145.455;94.955.247,00;3.264
WINZ25;13/10/2025;13:35:00;145.480;145.505;145.435;145.445;136.090.642,00;4.678
WINZ25;13/10/2025;13:30:00;145.415;145.580;145.410;145.485;77.939.053,00;2.678
WINZ25;13/10/2025;13:25:00;145.390;145.440;145.315;145.405;21.109.053,00;726
WINZ25;13/10/2025;13:20:00;145.385;145.430;145.310;145.395;28.869.713,00;993
WINZ25;13/10/2025;13:15:00;145.380;145.430;145.355;145.380;25.181.991,00;866
WINZ25;13/10/2025;13:10:00;145.380;145.415;145.345;145.375;22.156.681,00;762
WINZ25;13/10/2025;13:05:00;145.400;145.430;145.360;145.385;21.459.535,00;738
WINZ25;13/10/2025;13:00:00;145.275;145.470;145.265;145.395;72.540.608,00;2.495
WINZ25;13/10/2025;12:55:00;145.405;145.425;145.260;145.265;43.135.947,00;1.484
WINZ25;13/10/2025;12:50:00;145.350;145.420;145.275;145.405;32.239.443,00;1.109
WINZ25;13/10/2025;12:45:00;145.360;145.405;145.295;145.355;47.066.532,00;1.619
WINZ25;13/10/2025;12:40:00;145.295;145.375;145.255;145.360;35.336.733,00;1.216
WINZ25;13/10/2025;12:35:00;145.265;145.325;145.230;145.295;57.447.044,00;1.977
WINZ25;13/10/2025;12:30:00;145.355;145.375;145.250;145.265;86.658.914,00;2.982
WINZ25;13/10/2025;12:25:00;145.250;145.400;145.250;145.360;51.765.589,00;1.781
WINZ25;13/10/2025;12:20:00;145.410;145.435;145.240;145.255;87.152.920,00;2.998
WINZ25;13/10/2025;12:15:00;145.280;145.460;145.245;145.410;89.328.275,00;3.072
WINZ25;13/10/2025;12:10:00;145.155;145.285;145.135;145.280;63.345.833,00;2.181
WINZ25;13/10/2025;12:05:00;145.170;145.225;145.055;145.155;38.692.860,00;1.333
WINZ25;13/10/2025;12:00:00;145.190;145.255;145.140;145.175;41.264.933,00;1.421
WINZ25;13/10/2025;11:55:00;145.265;145.265;145.175;145.195;51.173.900,00;1.762
WINZ25;13/10/2025;11:50:00;145.285;145.420;145.240;145.270;66.124.585,00;2.275
WINZ25;13/10/2025;11:45:00;145.385;145.400;145.250;145.290;52.051.948,00;1.791
WINZ25;13/10/2025;11:40:00;145.250;145.435;145.210;145.380;62.513.582,00;2.151
WINZ25;13/10/2025;11:35:00;145.220;145.370;145.220;145.265;142.382.232,00;4.900
WINZ25;13/10/2025;11:30:00;145.055;145.260;145.015;145.230;73.317.401,00;2.526
WINZ25;13/10/2025;11:25:00;145.000;145.085;144.915;145.040;62.326.755,00;2.149
WINZ25;13/10/2025;11:20:00;145.115;145.125;144.885;145.005;101.895.207,00;3.514
WINZ25;13/10/2025;11:15:00;145.345;145.380;145.085;145.115;191.090.370,00;6.580
WINZ25;13/10/2025;11:10:00;145.170;145.350;145.140;145.345;54.275.220,00;1.868
WINZ25;13/10/2025;11:05:00;145.205;145.325;145.115;145.175;61.743.249,00;2.126
WINZ25;13/10/2025;11:00:00;145.255;145.275;145.050;145.210;99.914.686,00;3.442
WINZ25;13/10/2025;10:55:00;145.215;145.325;145.185;145.250;55.863.513,00;1.923
WINZ25;13/10/2025;10:50:00;145.100;145.315;145.065;145.205;91.931.068,00;3.165
WINZ25;13/10/2025;10:45:00;144.925;145.170;144.875;145.100;68.817.934,00;2.372
WINZ25;13/10/2025;10:40:00;145.010;145.035;144.840;144.930;80.236.263,00;2.768
WINZ25;13/10/2025;10:35:00;145.245;145.285;144.975;145.015;81.653.771,00;2.813
WINZ25;13/10/2025;10:30:00;145.315;145.350;145.165;145.235;97.985.600,00;3.373
WINZ25;13/10/2025;10:25:00;145.380;145.380;145.100;145.320;77.056.623,00;2.653
WINZ25;13/10/2025;10:20:00;145.130;145.410;145.080;145.385;95.939.333,00;3.303
WINZ25;13/10/2025;10:15:00;144.960;145.250;144.955;145.135;81.414.869,00;2.805
WINZ25;13/10/2025;10:10:00;144.945;145.050;144.890;144.960;77.351.618,00;2.668
WINZ25;13/10/2025;10:05:00;145.005;145.120;144.910;144.920;88.179.423,00;3.040
WINZ25;13/10/2025;10:00:00;145.145;145.225;144.885;145.005;121.262.397,00;4.180
WINZ25;13/10/2025;09:55:00;145.195;145.345;145.140;145.150;78.457.650,00;2.701
WINZ25;13/10/2025;09:50:00;145.070;145.205;145.040;145.185;119.033.611,00;4.100
WINZ25;13/10/2025;09:45:00;145.105;145.185;144.985;145.060;131.733.962,00;4.539
WINZ25;13/10/2025;09:40:00;144.910;145.145;144.905;145.105;62.266.510,00;2.146
WINZ25;13/10/2025;09:35:00;144.980;145.045;144.830;144.905;26.784.248,00;924
WINZ25;13/10/2025;09:30:00;144.900;145.090;144.885;144.965;74.890.522,00;2.583
WINZ25;13/10/2025;09:25:00;144.880;144.940;144.770;144.880;46.272.987,00;1.597
WINZ25;13/10/2025;09:20:00;144.765;144.955;144.710;144.885;59.032.641,00;2.038
WINZ25;13/10/2025;09:15:00;144.795;144.905;144.730;144.765;34.496.217,00;1.191
WINZ25;13/10/2025;09:10:00;144.855;144.945;144.755;144.790;31.488.737,00;1.087
WINZ25;13/10/2025;09:05:00;144.795;145.075;144.700;144.865;217.389.378,00;7.499
WINZ25;13/10/2025;09:00:00;144.450;144.925;144.450;144.770;47.107.873,00;1.628
WINZ25;10/10/2025;18:20:00;143.330;143.525;143.280;143.525;14.629.203,00;510
WINZ25;10/10/2025;18:15:00;143.355;143.390;143.200;143.330;25.538.842,00;891
WINZ25;10/10/2025;18:10:00;143.415;143.495;143.355;143.395;26.099.514,00;910
WINZ25;10/10/2025;18:05:00;143.475;143.525;143.365;143.420;40.686.147,00;1.418
WINZ25;10/10/2025;18:00:00;143.445;143.585;143.350;143.485;21.210.220,00;739
WINZ25;10/10/2025;17:55:00;143.555;143.555;143.330;143.440;35.060.569,00;1.222
WINZ25;10/10/2025;17:50:00;144.040;144.040;143.490;143.570;26.476.209,00;921
WINZ25;10/10/2025;17:45:00;144.045;144.055;144.020;144.030;3.024.826,00;105
WINZ25;10/10/2025;17:40:00;144.060;144.075;144.025;144.045;6.165.338,00;214
WINZ25;10/10/2025;17:35:00;144.075;144.095;144.060;144.060;4.581.584,00;159
WINZ25;10/10/2025;17:30:00;144.065;144.095;144.035;144.085;7.087.868,00;246
WINZ25;10/10/2025;17:25:00;144.010;144.080;144.010;144.080;489.752,00;17
WINZ25;10/10/2025;17:20:00;143.880;144.080;143.880;144.020;10.223.985,00;355
WINZ25;10/10/2025;17:15:00;143.975;143.980;143.875;143.875;5.526.743,00;192
WINZ25;10/10/2025;17:10:00;143.915;143.985;143.845;143.980;8.346.472,00;290
WINZ25;10/10/2025;17:05:00;143.940;143.980;143.900;143.905;14.278.493,00;496
WINZ25;10/10/2025;17:00:00;143.965;144.040;143.910;143.925;11.977.370,00;416
WINZ25;10/10/2025;16:55:00;144.090;144.090;143.940;143.965;12.872.617,00;447
WINZ25;10/10/2025;16:50:00;144.145;144.170;144.085;144.095;4.208.494,00;146
WINZ25;10/10/2025;16:45:00;144.170;144.185;144.080;144.140;8.070.667,00;280
WINZ25;10/10/2025;16:40:00;144.000;144.180;143.965;144.180;29.531.455,00;1.025
WINZ25;10/10/2025;16:35:00;144.125;144.125;143.995;144.010;67.631.889,00;2.347
WINZ25;10/10/2025;16:30:00;144.115;144.150;144.085;144.120;33.576.620,00;1.165
WINZ25;10/10/2025;16:25:00;144.125;144.150;144.085;144.120;51.415.562,00;1.784
WINZ25;10/10/2025;16:20:00;144.145;144.185;144.095;144.120;11.328.270,00;393
WINZ25;10/10/2025;16:15:00;144.090;144.150;144.080;144.130;6.053.031,00;210
WINZ25;10/10/2025;16:10:00;144.130;144.175;144.055;144.090;52.195.647,00;1.811
WINZ25;10/10/2025;16:05:00;144.175;144.185;144.095;144.120;51.462.651,00;1.785
WINZ25;10/10/2025;16:00:00;144.080;144.230;144.070;144.185;19.376.993,00;672
WINZ25;10/10/2025;15:55:00;144.105;144.150;144.045;144.080;7.637.983,00;265
WINZ25;10/10/2025;15:50:00;144.060;144.120;144.020;144.095;11.872.854,00;412
WINZ25;10/10/2025;15:45:00;143.995;144.105;143.995;144.050;14.404.731,00;500
WINZ25;10/10/2025;15:40:00;144.030;144.065;143.990;143.990;7.518.638,00;261
WINZ25;10/10/2025;15:35:00;144.065;144.090;144.005;144.020;6.568.647,00;228
WINZ25;10/10/2025;15:30:00;144.035;144.070;143.990;144.060;56.483.351,00;1.961
WINZ25;10/10/2025;15:25:00;144.160;144.190;144.000;144.030;16.860.559,00;585
WINZ25;10/10/2025;15:20:00;144.155;144.230;144.105;144.150;9.774.108,00;339
WINZ25;10/10/2025;15:15:00;144.175;144.220;144.115;144.160;25.690.545,00;891
WINZ25;10/10/2025;15:10:00;144.135;144.200;144.085;144.170;12.282.223,00;426
WINZ25;10/10/2025;15:05:00;144.050;144.195;144.045;144.140;16.690.951,00;579
WINZ25;10/10/2025;15:00:00;144.095;144.105;143.985;144.055;11.637.546,00;404
WINZ25;10/10/2025;14:55:00;143.985;144.150;143.985;144.085;15.012.024,00;521
WINZ25;10/10/2025;14:50:00;143.930;144.025;143.845;143.995;20.441.236,00;710
WINZ25;10/10/2025;14:45:00;143.960;143.990;143.855;143.930;17.241.208,00;599
WINZ25;10/10/2025;14:40:00;144.045;144.225;143.950;143.950;34.567.046,00;1.199
WINZ25;10/10/2025;14:35:00;143.925;144.095;143.925;144.055;10.887.760,00;378
WINZ25;10/10/2025;14:30:00;143.885;144.025;143.855;143.925;23.287.627,00;809
WINZ25;10/10/2025;14:25:00;143.815;143.910;143.760;143.880;28.424.126,00;988
WINZ25;10/10/2025;14:20:00;143.735;143.835;143.655;143.820;22.513.488,00;783
WINZ25;10/10/2025;14:15:00;143.650;143.765;143.635;143.725;23.742.858,00;826
WINZ25;10/10/2025;14:10:00;143.545;143.795;143.540;143.620;67.188.508,00;2.338
WINZ25;10/10/2025;14:05:00;143.625;143.635;143.500;143.540;107.730.159,00;3.753
WINZ25;10/10/2025;14:00:00;143.600;143.670;143.550;143.610;65.684.816,00;2.287
WINZ25;10/10/2025;13:55:00;143.695;143.725;143.605;143.615;25.228.138,00;878
WINZ25;10/10/2025;13:50:00;143.665;143.695;143.555;143.685;39.041.199,00;1.359
WINZ25;10/10/2025;13:45:00;143.765;143.810;143.670;143.670;38.261.711,00;1.331
WINZ25;10/10/2025;13:40:00;143.895;143.935;143.710;143.795;76.669.555,00;2.666
WINZ25;10/10/2025;13:35:00;143.940;143.980;143.845;143.900;54.282.387,00;1.886
WINZ25;10/10/2025;13:30:00;143.885;144.105;143.880;143.920;47.834.371,00;1.661
WINZ25;10/10/2025;13:25:00;143.945;143.985;143.875;143.900;28.582.677,00;993
WINZ25;10/10/2025;13:20:00;143.890;144.045;143.860;143.935;57.659.708,00;2.003
WINZ25;10/10/2025;13:15:00;144.030;144.035;143.875;143.890;77.928.819,00;2.707
WINZ25;10/10/2025;13:10:00;144.040;144.130;143.990;144.020;53.208.790,00;1.847
WINZ25;10/10/2025;13:05:00;144.080;144.155;143.995;144.075;37.458.163,00;1.300
WINZ25;10/10/2025;13:00:00;144.095;144.100;143.940;144.070;43.035.523,00;1.494
WINZ25;10/10/2025;12:55:00;144.315;144.315;144.040;144.110;22.662.215,00;786
WINZ25;10/10/2025;12:50:00;144.240;144.400;144.240;144.335;15.440.519,00;535
WINZ25;10/10/2025;12:45:00;144.300;144.390;144.160;144.250;30.592.268,00;1.060
WINZ25;10/10/2025;12:40:00;144.085;144.300;143.970;144.295;133.788.271,00;4.644
WINZ25;10/10/2025;12:35:00;144.080;144.280;144.060;144.090;46.884.107,00;1.626
WINZ25;10/10/2025;12:30:00;144.205;144.205;143.980;144.100;121.725.485,00;4.225
WINZ25;10/10/2025;12:25:00;144.305;144.500;144.180;144.205;42.651.954,00;1.478
WINZ25;10/10/2025;12:20:00;144.370;144.545;144.270;144.280;41.633.996,00;1.442
WINZ25;10/10/2025;12:15:00;144.520;144.570;144.285;144.385;50.320.716,00;1.742
WINZ25;10/10/2025;12:10:00;144.515;144.700;144.415;144.555;40.824.263,00;1.412
WINZ25;10/10/2025;12:05:00;144.375;144.565;144.350;144.480;35.652.857,00;1.234
WINZ25;10/10/2025;12:00:00;144.680;144.740;144.235;144.380;99.887.865,00;3.458
WINZ25;10/10/2025;11:55:00;145.110;145.140;144.635;144.685;41.395.458,00;1.429
WINZ25;10/10/2025;11:50:00;145.095;145.125;144.975;145.115;4.670.738,00;161
WINZ25;10/10/2025;11:45:00;145.035;145.145;144.940;145.055;22.168.387,00;764
WINZ25;10/10/2025;11:40:00;145.065;145.095;144.960;145.025;8.122.233,00;280
WINZ25;10/10/2025;11:35:00;144.840;145.065;144.670;145.065;28.948.629,00;999
WINZ25;10/10/2025;11:30:00;144.845;145.010;144.820;144.845;17.564.948,00;606
WINZ25;10/10/2025;11:25:00;144.910;145.055;144.770;144.840;20.784.107,00;717
WINZ25;10/10/2025;11:20:00;145.230;145.255;144.835;144.880;20.656.222,00;712
WINZ25;10/10/2025;11:15:00;145.060;145.370;145.060;145.220;46.480.556,00;1.600
WINZ25;10/10/2025;11:10:00;145.350;145.370;144.970;145.050;26.270.387,00;905
WINZ25;10/10/2025;11:05:00;144.790;145.395;144.600;145.360;79.740.915,00;2.749
WINZ25;10/10/2025;11:00:00;144.950;145.050;144.780;144.780;49.654.900,00;1.713
WINZ25;10/10/2025;10:55:00;145.250;145.250;144.510;144.940;106.022.488,00;3.659
WINZ25;10/10/2025;10:50:00;145.420;145.570;145.215;145.245;55.395.683,00;1.905
WINZ25;10/10/2025;10:45:00;145.460;145.485;145.275;145.410;32.965.135,00;1.134
WINZ25;10/10/2025;10:40:00;145.105;145.480;145.045;145.480;39.293.523,00;1.353
WINZ25;10/10/2025;10:35:00;145.295;145.330;145.020;145.115;35.621.596,00;1.227
WINZ25;10/10/2025;10:30:00;145.410;145.435;145.170;145.255;49.948.006,00;1.719
WINZ25;10/10/2025;10:25:00;145.415;145.565;145.345;145.405;24.439.511,00;840
WINZ25;10/10/2025;10:20:00;145.675;145.700;145.415;145.425;11.032.666,00;379
WINZ25;10/10/2025;10:15:00;145.325;145.690;145.325;145.665;23.254.005,00;799
WINZ25;10/10/2025;10:10:00;145.555;145.560;145.260;145.320;17.913.089,00;616
WINZ25;10/10/2025;10:05:00;145.475;145.595;145.330;145.495;25.451.890,00;875
WINZ25;10/10/2025;10:00:00;145.800;145.825;145.400;145.525;35.526.277,00;1.220
WINZ25;10/10/2025;09:55:00;145.750;145.810;145.705;145.785;30.171.056,00;1.035
WINZ25;10/10/2025;09:50:00;145.635;145.765;145.605;145.750;42.307.154,00;1.452
WINZ25;10/10/2025;09:45:00;145.425;145.675;145.400;145.615;11.324.536,00;389
WINZ25;10/10/2025;09:40:00;145.680;145.700;145.415;145.415;15.229.493,00;523
WINZ25;10/10/2025;09:35:00;145.610;145.700;145.535;145.675;13.455.805,00;462
WINZ25;10/10/2025;09:30:00;145.465;145.600;145.435;145.590;16.706.405,00;574
WINZ25;10/10/2025;09:25:00;145.435;145.475;145.370;145.440;8.609.400,00;296
WINZ25;10/10/2025;09:20:00;145.250;145.460;145.245;145.415;33.699.432,00;1.159
WINZ25;10/10/2025;09:15:00;145.170;145.290;145.160;145.290;14.986.964,00;516
WINZ25;10/10/2025;09:10:00;145.165;145.200;145.035;145.165;21.161.198,00;729
WINZ25;10/10/2025;09:05:00;145.230;145.350;145.130;145.170;22.309.622,00;768
WINZ25;10/10/2025;09:00:00;145.080;145.410;145.035;145.235;23.824.715,00;820
WINZ25;09/10/2025;18:20:00;145.115;145.130;145.035;145.035;8.326.675,00;287
WINZ25;09/10/2025;18:15:00;145.110;145.110;145.095;145.095;812.608,00;28
WINZ25;09/10/2025;18:10:00;145.145;145.145;145.095;145.095;2.438.191,00;84
WINZ25;09/10/2025;18:05:00;145.115;145.145;145.115;145.145;2.554.256,00;88
WINZ25;09/10/2025;18:00:00;145.110;145.110;145.065;145.110;7.109.592,00;245
WINZ25;09/10/2025;17:55:00;145.120;145.120;145.095;145.100;1.712.142,00;59
WINZ25;09/10/2025;17:50:00;145.155;145.155;145.100;145.100;5.833.888,00;201
WINZ25;09/10/2025;17:45:00;145.145;145.170;145.135;145.150;4.789.913,00;165
WINZ25;09/10/2025;17:40:00;145.120;145.145;145.115;145.135;1.422.260,00;49
WINZ25;09/10/2025;17:35:00;145.135;145.140;145.115;145.115;1.190.008,00;41
