Ativo;Data;Hora;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WINZ25;24/10/2025;18:20:00;148.855;148.900;148.810;148.815;906.815.231,00;30.464
WINZ25;24/10/2025;18:15:00;148.910;148.950;148.830;148.850;714.557.693,00;23.996
WINZ25;24/10/2025;18:10:00;148.905;148.925;148.870;148.915;529.516.705,00;17.781
WINZ25;24/10/2025;18:05:00;148.880;148.915;148.855;148.910;327.702.853,00;11.005
WINZ25;24/10/2025;18:00:00;148.910;148.920;148.845;148.880;477.995.361,00;16.053
WINZ25;24/10/2025;17:55:00;148.895;148.945;148.880;148.910;606.307.182,00;20.357
WINZ25;24/10/2025;17:50:00;148.915;148.915;148.880;148.890;332.753.053,00;11.174
WINZ25;24/10/2025;17:45:00;148.890;148.930;148.885;148.910;451.768.124,00;15.169
WINZ25;24/10/2025;17:40:00;148.885;148.900;148.875;148.895;293.371.468,00;9.852
WINZ25;24/10/2025;17:35:00;148.890;148.895;148.875;148.890;207.489.555,00;6.968
WINZ25;24/10/2025;17:30:00;148.840;148.905;148.840;148.890;726.651.198,00;24.404
WINZ25;24/10/2025;17:25:00;148.845;148.875;148.825;148.845;917.593.122,00;30.823
WINZ25;24/10/2025;17:20:00;148.930;148.935;148.845;148.850;1.268.551.002,00;42.604
WINZ25;24/10/2025;17:15:00;148.925;148.940;148.895;148.925;722.507.385,00;24.259
WINZ25;24/10/2025;17:10:00;148.930;148.950;148.905;148.925;680.366.175,00;22.843
WINZ25;24/10/2025;17:05:00;148.940;148.955;148.910;148.935;708.340.795,00;23.780
WINZ25;24/10/2025;17:00:00;148.905;148.980;148.885;148.935;1.638.860.949,00;55.021
WINZ25;24/10/2025;16:55:00;148.890;148.915;148.870;148.905;1.118.906.861,00;37.574
WINZ25;24/10/2025;16:50:00;148.900;148.905;148.835;148.890;1.820.072.050,00;61.132
WINZ25;24/10/2025;16:45:00;148.900;148.935;148.875;148.900;1.389.897.768,00;46.672
WINZ25;24/10/2025;16:40:00;148.890;148.930;148.880;148.900;1.252.265.382,00;42.048
WINZ25;24/10/2025;16:35:00;148.875;148.915;148.870;148.890;1.103.919.456,00;37.071
WINZ25;24/10/2025;16:30:00;148.870;148.885;148.840;148.880;812.375.645,00;27.286
WINZ25;24/10/2025;16:25:00;148.875;148.900;148.860;148.870;831.181.468,00;27.914
WINZ25;24/10/2025;16:20:00;148.870;148.885;148.835;148.875;1.202.768.646,00;40.399
WINZ25;24/10/2025;16:15:00;148.895;148.905;148.840;148.870;2.006.500.993,00;67.390
WINZ25;24/10/2025;16:10:00;148.910;148.925;148.890;148.895;921.685.440,00;30.948
WINZ25;24/10/2025;16:05:00;148.935;148.950;148.895;148.910;1.329.983.141,00;44.654
WINZ25;24/10/2025;16:00:00;148.940;148.990;148.920;148.940;1.897.328.924,00;63.684
WINZ25;24/10/2025;15:55:00;148.930;148.955;148.900;148.940;1.410.864.198,00;47.367
WINZ25;24/10/2025;15:50:00;148.900;148.930;148.850;148.925;1.776.923.789,00;59.674
WINZ25;24/10/2025;15:45:00;148.925;148.930;148.875;148.900;1.175.164.684,00;39.462
WINZ25;24/10/2025;15:40:00;148.930;148.950;148.910;148.925;668.331.611,00;22.438
WINZ25;24/10/2025;15:35:00;148.925;148.965;148.900;148.930;1.429.485.863,00;47.991
WINZ25;24/10/2025;15:30:00;148.950;148.975;148.875;148.920;2.264.154.843,00;76.023
WINZ25;24/10/2025;15:25:00;148.930;148.985;148.925;148.950;1.013.458.871,00;34.018
WINZ25;24/10/2025;15:20:00;148.995;149.015;148.930;148.930;1.495.299.170,00;50.187
WINZ25;24/10/2025;15:15:00;148.940;149.030;148.935;149.000;1.609.354.070,00;54.010
WINZ25;24/10/2025;15:10:00;148.975;149.020;148.930;148.940;1.661.523.674,00;55.764
WINZ25;24/10/2025;15:05:00;148.975;149.010;148.930;148.975;1.645.307.069,00;55.226
WINZ25;24/10/2025;15:00:00;149.005;149.050;148.960;148.980;1.563.904.959,00;52.478
WINZ25;24/10/2025;14:55:00;148.990;149.045;148.955;149.005;1.548.143.721,00;51.947
WINZ25;24/10/2025;14:50:00;148.950;149.015;148.940;148.990;1.582.460.957,00;53.109
WINZ25;24/10/2025;14:45:00;148.930;148.970;148.900;148.950;1.647.726.075,00;55.315
WINZ25;24/10/2025;14:40:00;148.945;148.985;148.910;148.935;1.438.869.275,00;48.301
WINZ25;24/10/2025;14:35:00;148.965;149.030;148.935;148.945;2.055.608.482,00;68.988
WINZ25;24/10/2025;14:30:00;149.045;149.045;148.920;148.965;2.821.758.392,00;94.716
WINZ25;24/10/2025;14:25:00;149.025;149.085;149.010;149.045;1.428.596.550,00;47.923
WINZ25;24/10/2025;14:20:00;149.030;149.070;148.960;149.025;2.173.700.768,00;72.939
WINZ25;24/10/2025;14:15:00;148.995;149.085;148.990;149.025;2.243.179.919,00;75.251
WINZ25;24/10/2025;14:10:00;148.995;149.075;148.950;148.990;3.159.295.971,00;106.006
WINZ25;24/10/2025;14:05:00;149.000;149.020;148.960;148.990;1.461.779.989,00;49.056
WINZ25;24/10/2025;14:00:00;148.940;149.015;148.930;149.000;2.528.529.796,00;84.863
WINZ25;24/10/2025;13:55:00;148.925;148.965;148.825;148.945;4.074.620.855,00;136.833
WINZ25;24/10/2025;13:50:00;149.005;149.030;148.910;148.920;2.241.538.771,00;75.242
WINZ25;24/10/2025;13:45:00;148.995;149.030;148.955;149.010;1.564.796.213,00;52.513
WINZ25;24/10/2025;13:40:00;149.010;149.030;148.940;148.995;2.011.075.548,00;67.491
WINZ25;24/10/2025;13:35:00;149.085;149.085;148.950;149.010;2.771.167.750,00;92.989
WINZ25;24/10/2025;13:30:00;149.105;149.110;149.020;149.080;1.565.950.193,00;52.526
WINZ25;24/10/2025;13:25:00;149.065;149.130;149.055;149.105;1.638.699.605,00;54.954
WINZ25;24/10/2025;13:20:00;149.035;149.090;149.030;149.065;1.410.248.286,00;47.305
WINZ25;24/10/2025;13:15:00;149.020;149.065;148.985;149.035;1.448.236.986,00;48.589
WINZ25;24/10/2025;13:10:00;149.085;149.105;149.005;149.020;2.221.366.375,00;74.519
WINZ25;24/10/2025;13:05:00;149.090;149.200;149.070;149.085;3.726.229.779,00;124.932
WINZ25;24/10/2025;13:00:00;149.020;149.090;148.975;149.090;2.295.567.478,00;77.016
WINZ25;24/10/2025;12:55:00;148.995;149.065;148.990;149.020;1.421.150.214,00;47.678
WINZ25;24/10/2025;12:50:00;149.020;149.050;148.980;149.000;1.349.135.586,00;45.268
WINZ25;24/10/2025;12:45:00;149.040;149.045;148.970;149.020;1.909.030.673,00;64.058
WINZ25;24/10/2025;12:40:00;149.035;149.070;148.995;149.035;1.955.766.808,00;65.613
WINZ25;24/10/2025;12:35:00;149.005;149.070;148.960;149.035;2.901.421.687,00;97.358
WINZ25;24/10/2025;12:30:00;149.010;149.045;148.975;149.000;2.382.075.679,00;79.933
WINZ25;24/10/2025;12:25:00;149.140;149.145;149.005;149.010;3.292.349.091,00;110.438
WINZ25;24/10/2025;12:20:00;149.175;149.200;149.085;149.140;3.150.861.345,00;105.635
WINZ25;24/10/2025;12:15:00;149.160;149.255;149.145;149.170;2.963.347.839,00;99.309
WINZ25;24/10/2025;12:10:00;149.280;149.340;149.115;149.160;4.233.159.608,00;141.854
WINZ25;24/10/2025;12:05:00;149.160;149.340;149.120;149.280;5.305.302.035,00;177.744
WINZ25;24/10/2025;12:00:00;148.945;149.180;148.930;149.155;4.715.962.153,00;158.187
WINZ25;24/10/2025;11:55:00;148.910;148.985;148.885;148.940;3.624.815.480,00;121.692
WINZ25;24/10/2025;11:50:00;149.030;149.105;148.875;148.910;5.554.929.564,00;186.436
WINZ25;24/10/2025;11:45:00;149.075;149.145;148.995;149.030;3.241.982.164,00;108.743
WINZ25;24/10/2025;11:40:00;149.020;149.130;148.980;149.070;3.850.393.146,00;129.163
WINZ25;24/10/2025;11:35:00;149.165;149.170;149.015;149.020;3.663.579.532,00;122.871
WINZ25;24/10/2025;11:30:00;149.015;149.205;148.980;149.165;5.247.354.521,00;175.951
WINZ25;24/10/2025;11:25:00;149.015;149.130;148.935;149.010;6.290.581.146,00;211.055
WINZ25;24/10/2025;11:20:00;149.065;149.270;148.980;149.010;8.658.056.233,00;290.298
WINZ25;24/10/2025;11:15:00;149.035;149.085;148.910;149.070;6.389.528.039,00;214.421
WINZ25;24/10/2025;11:10:00;149.105;149.145;148.945;149.040;6.624.431.432,00;222.232
WINZ25;24/10/2025;11:05:00;149.200;149.225;149.050;149.110;6.500.794.765,00;217.951
WINZ25;24/10/2025;11:00:00;149.400;149.420;149.070;149.205;9.844.051.894,00;329.873
WINZ25;24/10/2025;10:55:00;149.420;149.480;149.320;149.395;6.275.265.385,00;210.012
WINZ25;24/10/2025;10:50:00;149.550;149.625;149.410;149.420;8.042.971.640,00;268.966
WINZ25;24/10/2025;10:45:00;149.640;149.705;149.455;149.550;8.193.075.528,00;273.877
WINZ25;24/10/2025;10:40:00;150.020;150.055;149.610;149.640;7.974.797.097,00;266.174
WINZ25;24/10/2025;10:35:00;149.880;150.095;149.790;150.025;9.647.932.745,00;321.709
WINZ25;24/10/2025;10:30:00;149.900;150.045;149.850;149.875;12.084.011.398,00;402.885
WINZ25;24/10/2025;10:25:00;149.630;149.915;149.565;149.895;7.567.982.699,00;252.664
WINZ25;24/10/2025;10:20:00;149.850;149.870;149.610;149.630;6.708.153.779,00;223.998
WINZ25;24/10/2025;10:15:00;149.905;149.980;149.765;149.850;8.511.389.499,00;283.980
WINZ25;24/10/2025;10:10:00;149.610;149.920;149.515;149.900;8.737.119.824,00;291.759
WINZ25;24/10/2025;10:05:00;149.620;149.785;149.565;149.610;7.343.018.540,00;245.323
WINZ25;24/10/2025;10:00:00;149.525;149.650;149.355;149.625;9.705.931.914,00;324.616
WINZ25;24/10/2025;09:55:00;149.730;149.795;149.440;149.530;7.849.366.980,00;262.349
WINZ25;24/10/2025;09:50:00;149.615;149.845;149.610;149.735;7.453.313.914,00;248.841
WINZ25;24/10/2025;09:45:00;149.565;149.665;149.510;149.620;5.153.214.042,00;172.248
WINZ25;24/10/2025;09:40:00;149.580;149.715;149.550;149.570;6.803.922.709,00;227.365
WINZ25;24/10/2025;09:35:00;149.450;149.620;149.415;149.575;6.940.113.226,00;232.088
WINZ25;24/10/2025;09:30:00;148.945;149.770;148.935;149.445;15.884.621.068,00;531.244
WINZ25;24/10/2025;09:25:00;148.930;149.050;148.715;148.935;5.989.648.786,00;201.078
WINZ25;24/10/2025;09:20:00;148.960;149.015;148.835;148.935;4.817.384.676,00;161.732
WINZ25;24/10/2025;09:15:00;148.750;149.020;148.745;148.955;7.259.771.974,00;243.776
WINZ25;24/10/2025;09:10:00;148.785;148.835;148.650;148.745;5.750.282.230,00;193.306
WINZ25;24/10/2025;09:05:00;148.790;148.945;148.605;148.785;8.432.519.559,00;283.423
WINZ25;24/10/2025;09:00:00;148.545;148.970;148.450;148.790;12.109.742.589,00;407.021
WINZ25;23/10/2025;18:20:00;148.700;148.800;148.625;148.785;1.313.642.349,00;44.156
WINZ25;23/10/2025;18:15:00;148.705;148.730;148.665;148.700;814.209.514,00;27.379
WINZ25;23/10/2025;18:10:00;148.690;148.715;148.655;148.705;672.125.979,00;22.602
WINZ25;23/10/2025;18:05:00;148.670;148.720;148.655;148.685;453.044.448,00;15.235
WINZ25;23/10/2025;18:00:00;148.695;148.730;148.660;148.675;639.907.054,00;21.518
WINZ25;23/10/2025;17:55:00;148.665;148.700;148.650;148.695;646.759.045,00;21.751
WINZ25;23/10/2025;17:50:00;148.640;148.680;148.635;148.665;473.078.975,00;15.912
WINZ25;23/10/2025;17:45:00;148.670;148.670;148.620;148.645;423.484.378,00;14.245
WINZ25;23/10/2025;17:40:00;148.645;148.680;148.630;148.670;718.879.451,00;24.178
WINZ25;23/10/2025;17:35:00;148.630;148.650;148.610;148.650;350.445.437,00;11.789
WINZ25;23/10/2025;17:30:00;148.630;148.645;148.590;148.630;697.880.499,00;23.479
WINZ25;23/10/2025;17:25:00;148.620;148.645;148.620;148.630;324.373.397,00;10.912
WINZ25;23/10/2025;17:20:00;148.590;148.650;148.570;148.625;1.301.841.000,00;43.800
WINZ25;23/10/2025;17:15:00;148.645;148.655;148.580;148.590;1.199.952.215,00;40.372
WINZ25;23/10/2025;17:10:00;148.660;148.680;148.625;148.645;877.507.378,00;29.516
WINZ25;23/10/2025;17:05:00;148.670;148.680;148.630;148.660;1.268.491.746,00;42.665
WINZ25;23/10/2025;17:00:00;148.620;148.725;148.580;148.670;2.950.751.759,00;99.240
WINZ25;23/10/2025;16:55:00;148.610;148.645;148.590;148.625;1.554.434.364,00;52.295
WINZ25;23/10/2025;16:50:00;148.620;148.640;148.530;148.615;3.099.421.457,00;104.304
WINZ25;23/10/2025;16:45:00;148.595;148.645;148.595;148.620;1.608.684.972,00;54.120
WINZ25;23/10/2025;16:40:00;148.585;148.625;148.575;148.600;1.377.006.109,00;46.333
WINZ25;23/10/2025;16:35:00;148.600;148.625;148.570;148.590;1.740.104.384,00;58.550
WINZ25;23/10/2025;16:30:00;148.545;148.610;148.510;148.600;2.011.305.020,00;67.693
WINZ25;23/10/2025;16:25:00;148.525;148.570;148.510;148.550;1.465.371.063,00;49.326
WINZ25;23/10/2025;16:20:00;148.560;148.610;148.520;148.525;2.590.409.943,00;87.177
WINZ25;23/10/2025;16:15:00;148.495;148.565;148.490;148.565;1.264.748.031,00;42.576
WINZ25;23/10/2025;16:10:00;148.500;148.560;148.490;148.500;2.413.854.032,00;81.258
WINZ25;23/10/2025;16:05:00;148.465;148.510;148.425;148.500;1.731.470.873,00;58.310
WINZ25;23/10/2025;16:00:00;148.480;148.510;148.420;148.460;1.726.697.786,00;58.151
WINZ25;23/10/2025;15:55:00;148.440;148.490;148.435;148.480;1.144.199.053,00;38.534
WINZ25;23/10/2025;15:50:00;148.470;148.490;148.420;148.435;1.706.226.273,00;57.467
WINZ25;23/10/2025;15:45:00;148.485;148.505;148.435;148.470;1.485.939.158,00;50.044
WINZ25;23/10/2025;15:40:00;148.480;148.520;148.445;148.485;1.574.122.356,00;53.006
WINZ25;23/10/2025;15:35:00;148.510;148.540;148.460;148.480;1.511.040.944,00;50.877
WINZ25;23/10/2025;15:30:00;148.500;148.530;148.455;148.505;2.253.829.956,00;75.890
WINZ25;23/10/2025;15:25:00;148.540;148.550;148.480;148.505;1.576.443.573,00;53.074
WINZ25;23/10/2025;15:20:00;148.570;148.600;148.500;148.540;1.968.550.179,00;66.256
WINZ25;23/10/2025;15:15:00;148.530;148.580;148.495;148.570;2.443.576.465,00;82.254
WINZ25;23/10/2025;15:10:00;148.535;148.630;148.525;148.530;3.532.842.635,00;118.880
WINZ25;23/10/2025;15:05:00;148.455;148.570;148.455;148.535;3.394.419.905,00;114.271
WINZ25;23/10/2025;15:00:00;148.490;148.495;148.400;148.460;2.545.451.758,00;85.736
WINZ25;23/10/2025;14:55:00;148.330;148.515;148.325;148.490;3.576.593.805,00;120.488
WINZ25;23/10/2025;14:50:00;148.265;148.345;148.185;148.335;5.196.563.263,00;175.249
WINZ25;23/10/2025;14:45:00;148.310;148.355;148.260;148.270;2.299.586.346,00;77.526
WINZ25;23/10/2025;14:40:00;148.345;148.365;148.280;148.310;2.519.391.599,00;84.927
WINZ25;23/10/2025;14:35:00;148.425;148.495;148.340;148.350;4.212.456.732,00;141.904
WINZ25;23/10/2025;14:30:00;148.305;148.445;148.295;148.420;3.108.807.330,00;104.758
WINZ25;23/10/2025;14:25:00;148.325;148.360;148.300;148.310;1.423.515.532,00;47.984
WINZ25;23/10/2025;14:20:00;148.375;148.450;148.295;148.325;3.264.148.572,00;110.012
WINZ25;23/10/2025;14:15:00;148.370;148.440;148.350;148.380;2.538.395.102,00;85.528
WINZ25;23/10/2025;14:10:00;148.260;148.385;148.235;148.365;2.968.641.061,00;100.071
WINZ25;23/10/2025;14:05:00;148.285;148.325;148.135;148.260;4.940.428.992,00;166.652
WINZ25;23/10/2025;14:00:00;148.295;148.360;148.265;148.285;1.931.677.194,00;65.122
WINZ25;23/10/2025;13:55:00;148.295;148.325;148.255;148.295;1.291.667.352,00;43.552
WINZ25;23/10/2025;13:50:00;148.310;148.330;148.245;148.290;1.670.229.178,00;56.313
WINZ25;23/10/2025;13:45:00;148.345;148.355;148.245;148.310;3.095.121.949,00;104.367
WINZ25;23/10/2025;13:40:00;148.340;148.385;148.320;148.350;1.434.409.582,00;48.344
WINZ25;23/10/2025;13:35:00;148.305;148.385;148.275;148.340;1.976.962.307,00;66.637
WINZ25;23/10/2025;13:30:00;148.350;148.395;148.270;148.305;2.595.337.281,00;87.490
WINZ25;23/10/2025;13:25:00;148.300;148.375;148.285;148.355;1.881.617.611,00;63.428
WINZ25;23/10/2025;13:20:00;148.285;148.345;148.265;148.305;1.884.516.525,00;63.534
WINZ25;23/10/2025;13:15:00;148.375;148.400;148.275;148.285;2.837.567.741,00;95.662
WINZ25;23/10/2025;13:10:00;148.330;148.430;148.315;148.375;3.488.493.267,00;117.558
WINZ25;23/10/2025;13:05:00;148.255;148.375;148.245;148.335;3.745.168.164,00;126.248
WINZ25;23/10/2025;13:00:00;148.225;148.270;148.190;148.250;2.072.366.577,00;69.905
WINZ25;23/10/2025;12:55:00;148.275;148.320;148.190;148.225;3.337.819.097,00;112.576
WINZ25;23/10/2025;12:50:00;148.240;148.335;148.215;148.280;3.225.921.672,00;108.778
WINZ25;23/10/2025;12:45:00;148.110;148.275;148.110;148.240;4.010.632.809,00;135.306
WINZ25;23/10/2025;12:40:00;148.110;148.160;148.075;148.110;3.342.887.363,00;112.844
WINZ25;23/10/2025;12:35:00;147.990;148.115;147.950;148.110;3.762.996.382,00;127.110
WINZ25;23/10/2025;12:30:00;148.065;148.090;147.975;147.990;3.590.756.886,00;121.282
WINZ25;23/10/2025;12:25:00;147.965;148.135;147.945;148.065;4.861.573.684,00;164.205
WINZ25;23/10/2025;12:20:00;147.820;147.970;147.810;147.965;4.773.578.209,00;161.378
WINZ25;23/10/2025;12:15:00;148.065;148.070;147.770;147.820;8.315.659.412,00;281.088
WINZ25;23/10/2025;12:10:00;148.260;148.275;148.050;148.060;5.633.499.707,00;190.150
WINZ25;23/10/2025;12:05:00;148.270;148.300;148.200;148.260;3.157.706.368,00;106.503
WINZ25;23/10/2025;12:00:00;148.330;148.425;148.260;148.275;4.731.857.137,00;159.498
WINZ25;23/10/2025;11:55:00;148.455;148.465;148.300;148.330;3.380.095.994,00;113.901
WINZ25;23/10/2025;11:50:00;148.470;148.560;148.390;148.450;5.476.330.216,00;184.413
WINZ25;23/10/2025;11:45:00;148.265;148.485;148.255;148.470;6.845.062.456,00;230.683
WINZ25;23/10/2025;11:40:00;148.295;148.340;148.190;148.270;6.058.515.676,00;204.334
WINZ25;23/10/2025;11:35:00;148.320;148.400;148.250;148.295;4.118.099.394,00;138.826
WINZ25;23/10/2025;11:30:00;148.305;148.435;148.240;148.320;5.927.159.328,00;199.790
WINZ25;23/10/2025;11:25:00;148.350;148.470;148.285;148.305;5.593.859.270,00;188.495
WINZ25;23/10/2025;11:20:00;148.335;148.400;148.265;148.350;5.229.454.247,00;176.276
WINZ25;23/10/2025;11:15:00;148.485;148.575;148.310;148.330;7.816.164.342,00;263.264
WINZ25;23/10/2025;11:10:00;148.345;148.505;148.305;148.490;4.823.991.764,00;162.512
WINZ25;23/10/2025;11:05:00;148.380;148.445;148.290;148.340;5.150.714.588,00;173.587
WINZ25;23/10/2025;11:00:00;148.390;148.460;148.265;148.385;7.332.345.237,00;247.120
WINZ25;23/10/2025;10:55:00;148.440;148.545;148.340;148.395;5.520.955.560,00;185.982
WINZ25;23/10/2025;10:50:00;148.560;148.590;148.380;148.435;5.995.225.285,00;201.918
WINZ25;23/10/2025;10:45:00;148.570;148.625;148.435;148.555;7.661.807.620,00;257.896
WINZ25;23/10/2025;10:40:00;148.390;148.595;148.340;148.570;9.160.675.292,00;308.510
WINZ25;23/10/2025;10:35:00;148.645;148.705;148.300;148.385;13.766.718.705,00;463.370
WINZ25;23/10/2025;10:30:00;148.925;149.000;148.625;148.645;11.799.985.687,00;396.511
WINZ25;23/10/2025;10:25:00;149.045;149.110;148.885;148.920;6.112.654.806,00;205.147
WINZ25;23/10/2025;10:20:00;149.025;149.085;148.925;149.045;5.869.369.630,00;196.952
WINZ25;23/10/2025;10:15:00;148.970;149.115;148.960;149.030;6.279.939.993,00;210.687
WINZ25;23/10/2025;10:10:00;148.835;149.125;148.815;148.970;8.885.844.816,00;298.221
WINZ25;23/10/2025;10:05:00;148.705;149.070;148.700;148.835;11.092.213.966,00;372.412
WINZ25;23/10/2025;10:00:00;148.660;148.845;148.660;148.700;7.582.514.107,00;254.875
WINZ25;23/10/2025;09:55:00;148.690;148.800;148.545;148.660;8.092.260.929,00;272.145
WINZ25;23/10/2025;09:50:00;148.925;148.945;148.675;148.690;6.366.009.047,00;213.923
WINZ25;23/10/2025;09:45:00;148.885;149.045;148.885;148.925;6.593.193.095,00;221.278
WINZ25;23/10/2025;09:40:00;148.895;149.010;148.780;148.885;7.264.872.133,00;243.948
WINZ25;23/10/2025;09:35:00;148.890;148.960;148.845;148.900;4.593.820.325,00;154.253
WINZ25;23/10/2025;09:30:00;148.850;148.905;148.760;148.890;3.630.565.205,00;121.953
WINZ25;23/10/2025;09:25:00;148.580;148.925;148.555;148.845;7.551.404.636,00;253.813
WINZ25;23/10/2025;09:20:00;148.745;148.900;148.525;148.580;8.409.323.360,00;282.716
WINZ25;23/10/2025;09:15:00;148.640;148.910;148.615;148.740;7.825.584.338,00;263.003
WINZ25;23/10/2025;09:10:00;148.940;148.985;148.590;148.640;9.758.544.689,00;327.952
WINZ25;23/10/2025;09:05:00;148.845;148.940;148.615;148.940;9.934.060.385,00;333.793
WINZ25;23/10/2025;09:00:00;147.960;148.860;147.910;148.845;15.335.815.937,00;516.451
WINZ25;22/10/2025;18:20:00;147.895;147.915;147.840;147.915;582.789.804,00;19.704
WINZ25;22/10/2025;18:15:00;147.860;147.895;147.820;147.890;798.884.570,00;27.016
WINZ25;22/10/2025;18:10:00;147.810;147.890;147.790;147.860;947.166.105,00;32.033
WINZ25;22/10/2025;18:05:00;147.810;147.825;147.790;147.810;413.027.003,00;13.972
WINZ25;22/10/2025;18:00:00;147.745;147.815;147.740;147.810;471.443.860,00;15.950
WINZ25;22/10/2025;17:55:00;147.765;147.790;147.740;147.750;500.912.983,00;16.950
WINZ25;22/10/2025;17:50:00;147.760;147.775;147.740;147.770;410.766.316,00;13.900
WINZ25;22/10/2025;17:45:00;147.750;147.795;147.725;147.760;905.028.166,00;30.625
WINZ25;22/10/2025;17:40:00;147.660;147.750;147.650;147.745;962.925.660,00;32.596
WINZ25;22/10/2025;17:35:00;147.640;147.670;147.640;147.660;273.841.813,00;9.273
WINZ25;22/10/2025;17:30:00;147.675;147.690;147.630;147.645;619.833.382,00;20.990
WINZ25;22/10/2025;17:25:00;147.665;147.695;147.650;147.680;471.898.740,00;15.978
WINZ25;22/10/2025;17:20:00;147.685;147.715;147.650;147.665;623.095.245,00;21.096
WINZ25;22/10/2025;17:15:00;147.715;147.725;147.660;147.685;768.014.735,00;26.001
WINZ25;22/10/2025;17:10:00;147.720;147.765;147.695;147.715;1.234.773.055,00;41.792
WINZ25;22/10/2025;17:05:00;147.650;147.740;147.650;147.720;1.355.221.925,00;45.877
WINZ25;22/10/2025;17:00:00;147.670;147.720;147.620;147.650;1.843.454.637,00;62.422
WINZ25;22/10/2025;16:55:00;147.680;147.700;147.630;147.670;1.426.823.556,00;48.313
WINZ25;22/10/2025;16:50:00;147.655;147.695;147.600;147.680;1.914.332.685,00;64.828
WINZ25;22/10/2025;16:45:00;147.625;147.685;147.610;147.650;1.555.719.278,00;52.684
WINZ25;22/10/2025;16:40:00;147.610;147.645;147.590;147.630;1.258.448.071,00;42.625
WINZ25;22/10/2025;16:35:00;147.645;147.680;147.550;147.610;2.312.286.495,00;78.331
WINZ25;22/10/2025;16:30:00;147.615;147.715;147.605;147.645;2.891.721.497,00;97.915
WINZ25;22/10/2025;16:25:00;147.550;147.635;147.545;147.620;1.311.762.812,00;44.439
WINZ25;22/10/2025;16:20:00;147.540;147.600;147.510;147.550;1.711.108.481,00;57.979
WINZ25;22/10/2025;16:15:00;147.515;147.570;147.505;147.535;1.206.837.741,00;40.899
WINZ25;22/10/2025;16:10:00;147.590;147.595;147.490;147.515;2.619.696.520,00;88.781
WINZ25;22/10/2025;16:05:00;147.490;147.650;147.460;147.590;3.676.097.495,00;124.565
WINZ25;22/10/2025;16:00:00;147.490;147.500;147.355;147.485;3.598.903.370,00;122.046
WINZ25;22/10/2025;15:55:00;147.450;147.490;147.415;147.485;1.682.899.346,00;57.064
WINZ25;22/10/2025;15:50:00;147.415;147.450;147.360;147.445;1.272.257.564,00;43.154
WINZ25;22/10/2025;15:45:00;147.400;147.435;147.360;147.415;1.407.837.517,00;47.758
WINZ25;22/10/2025;15:40:00;147.420;147.455;147.345;147.400;2.120.801.817,00;71.941
WINZ25;22/10/2025;15:35:00;147.425;147.475;147.390;147.415;2.439.739.441,00;82.740
WINZ25;22/10/2025;15:30:00;147.395;147.445;147.295;147.425;3.543.726.847,00;120.236
WINZ25;22/10/2025;15:25:00;147.430;147.445;147.355;147.400;2.146.677.306,00;72.819
WINZ25;22/10/2025;15:20:00;147.165;147.440;147.160;147.425;4.397.452.130,00;149.256
WINZ25;22/10/2025;15:15:00;147.240;147.250;147.090;147.170;4.938.070.130,00;167.777
WINZ25;22/10/2025;15:10:00;147.275;147.330;147.230;147.240;3.554.323.887,00;120.669
WINZ25;22/10/2025;15:05:00;147.330;147.370;147.265;147.270;2.786.483.233,00;94.572
WINZ25;22/10/2025;15:00:00;147.380;147.485;147.325;147.335;3.343.812.726,00;113.416
WINZ25;22/10/2025;14:55:00;147.330;147.390;147.320;147.375;1.768.460.479,00;60.004
WINZ25;22/10/2025;14:50:00;147.490;147.500;147.315;147.335;2.553.282.643,00;86.613
WINZ25;22/10/2025;14:45:00;147.320;147.495;147.315;147.485;3.956.469.253,00;134.199
WINZ25;22/10/2025;14:40:00;147.415;147.460;147.285;147.325;4.213.486.623,00;142.954
WINZ25;22/10/2025;14:35:00;147.655;147.685;147.405;147.420;3.629.780.070,00;123.014
WINZ25;22/10/2025;14:30:00;147.590;147.705;147.560;147.660;2.881.173.109,00;97.574
WINZ25;22/10/2025;14:25:00;147.510;147.615;147.450;147.590;3.376.011.004,00;114.416
WINZ25;22/10/2025;14:20:00;147.565;147.620;147.495;147.510;2.282.199.224,00;77.332
WINZ25;22/10/2025;14:15:00;147.520;147.600;147.440;147.565;3.083.369.474,00;104.508
WINZ25;22/10/2025;14:10:00;147.580;147.645;147.505;147.515;3.027.070.793,00;102.557
WINZ25;22/10/2025;14:05:00;147.510;147.625;147.445;147.580;3.332.435.042,00;112.937
WINZ25;22/10/2025;14:00:00;147.505;147.565;147.455;147.515;2.914.248.581,00;98.785
WINZ25;22/10/2025;13:55:00;147.615;147.685;147.485;147.510;3.756.612.344,00;127.268
WINZ25;22/10/2025;13:50:00;147.670;147.715;147.580;147.615;3.677.419.074,00;124.543
WINZ25;22/10/2025;13:45:00;147.760;147.880;147.650;147.675;3.676.418.625,00;124.394
WINZ25;22/10/2025;13:40:00;147.730;147.910;147.640;147.760;5.876.880.044,00;198.868
WINZ25;22/10/2025;13:35:00;147.535;147.790;147.510;147.730;5.912.164.279,00;200.201
WINZ25;22/10/2025;13:30:00;147.690;147.750;147.220;147.535;15.152.056.480,00;513.909
WINZ25;22/10/2025;13:25:00;147.655;147.770;147.640;147.690;2.796.732.804,00;94.664
